ADAM6|8755,0.114569694,0.09053568,0.09888187,0.067876056,0.039688412,0.22817916,0.06947741,0.0823979,0.13859677,0.14173806
ADAM8|101,0.08016818,0.07814311,0.05655238,0.031047957,0.017799776,0.074764736,0.053222183,0.0411178,0.07173552,0.08996453
ADAMDEC1|27299,0.059907842,0.027886365,0.035235245,0.022181187,0.020871313,0.1139408,0.03830806,0.01715604,0.07135915,0.06446838
ADAMTS10|81794,0.057313718,0.05069432,0.030978218,0.012718726,0.014187947,0.048768625,0.04361234,0.019064268,0.06520919,0.0611661
ADAMTS12|81792,0.04497836,0.048034023,0.03328835,0.024821678,0.0157355,0.055277716,0.048594456,0.025518924,0.08743563,0.08923929
ADAMTS13|11093,0.058656197,0.047778614,0.05966191,0.026852442,0.0067208647,0.027743956,0.030564878,0.062090784,0.028746523,0.042620055
ADAMTS14|140766,0.059843402,0.04457519,0.042937722,0.027370716,0.016276347,0.039450485,0.04228219,0.03881085,0.06532719,0.07840596
ADAMTS15|170689,0.036394086,0.046048734,0.011358291,0.024652787,0.0060727806,0.038165465,0.023191389,0.003766021,0.051218595,0.062985025
ADAMTS16|170690,0.04089129,0.04369717,0.005354511,5.4255434e-18,0.017034339,0.06343999,0.033421107,1.093122e-15,0.06564627,0.06988919
ADAMTS17|170691,0.037104603,0.05562762,0.059828434,0.037927866,0.003274444,0.06154057,0.04429331,0.07970822,0.040813953,0.04655393
ADAMTS18|170692,0.014349134,0.021213828,0.029525543,0.0,0.01677546,0.057185717,0.040398415,0.04327277,0.043780867,0.012401377
ADAMTS19|171019,0.003474536,0.005779484,0.002689004,0.0,0.01531909,0.003877495,0.01394845,0.0244852,0.024853146,0.0
ADAMTS1|9510,0.063490264,0.09843081,0.060638122,0.054240186,0.021496458,0.061159115,0.04413084,0.0916702,0.09134109,0.10606944
ADAMTS20|80070,0.015788885,0.0021238942,0.043081496,0.029619792,0.0029474627,0.037825722,0.022402972,0.069879495,0.017742177,0.033380292
ADAMTS2|9509,0.05304164,0.05032002,0.040335868,0.037558448,0.01900193,0.05737929,0.053724967,0.029913153,0.08938984,0.095564686
ADAMTS3|9508,0.035198804,0.057633605,0.038929135,0.006815089,0.008760286,0.045065805,0.03549848,0.023088444,0.04524785,0.040963557
ADAMTS4|9507,0.06198226,0.07253889,0.055125423,0.038782254,0.024602652,0.06067359,0.046580084,0.05745942,0.08806053,0.095799014
ADAMTS5|11096,0.04350064,0.046968505,0.037142012,0.02515523,0.018600123,0.041223194,0.03491996,0.03668911,0.065782726,0.08072403
ADAMTS6|11174,0.039757784,0.029288936,0.024894202,0.01465883,0.020771002,0.022107998,0.03457392,0.016749352,0.04867451,0.05083531
ADAMTS8|11095,0.039625306,0.06969883,0.005378821,0.012398937,0.008948485,0.0540432,0.016884089,0.005197261,0.06967912,0.01860276
ADAMTS9|56999,0.045761645,0.07506314,0.04704833,0.03057317,0.016319709,0.068805635,0.031248493,0.04931005,0.07331758,0.071448036
ADAMTSL1|92949,0.03597542,0.048098136,0.03545231,0.034132168,0.007482545,0.038323775,0.036211096,0.044964734,0.05709677,0.061282147
ADAMTSL2|9719,0.057446077,0.07340437,0.03427913,0.030619934,0.019638035,0.062491603,0.044802576,0.036229223,0.07367934,0.07791273
ADAMTSL3|57188,0.047680493,0.08263873,0.02964897,0.017659837,0.016472729,0.069729604,0.032731682,0.024886737,0.06136643,0.034842763
ADAMTSL4|54507,0.07420102,0.09665449,0.04466171,0.049690705,0.016320024,0.042585798,0.03910795,0.035027027,0.07077396,0.08930105
ADAMTSL5|339366,0.04292173,0.049677536,0.04031475,0.069133624,0.012298318,0.026013117,0.015824266,0.035538536,0.050349634,0.07092758
ADAP1|11033,0.068481065,0.07425778,0.0505543,0.046415888,0.020486942,0.048191104,0.0434823,0.047935095,0.059833754,0.07893549
ADARB2|105,0.01158282,0.03606865,0.013623145,1.0330781e-28,0.0043451674,0.031743594,0.03231305,0.026022378,0.017870968,0.026762849
ADCY10|55811,0.012876002,0.0018045276,0.035553295,0.0029260474,0.0,0.017059766,0.0142522715,0.05884542,0.011332581,0.042526666
ADCY1|107,0.04360834,0.046591092,0.05057322,0.032534096,0.025161106,0.04588406,0.052928563,0.041373983,0.05332568,0.045031577
ADCY2|108,0.030352933,0.031278856,0.035920978,0.014274323,0.0030611784,0.05869983,0.023556042,0.048868325,0.052693874,0.026396092
ADCY5|111,0.033617634,0.03621745,0.03606543,0.014081707,0.02243466,0.07656022,0.033731237,0.053756792,0.053730052,0.036428507
ADCY8|114,0.00410912,0.024853365,0.017635293,0.018343851,0.0,0.017957332,5.7855026e-18,0.05096884,0.019825513,0.024606675
ADCYAP1|116,0.029401736,0.037638135,0.012369276,2.6920436e-13,0.012614352,0.062497567,0.010386725,0.0003753238,0.045594927,0.025688875
ADD2|119,0.037827745,0.037738375,0.043260653,0.030470585,0.013731408,0.049677465,0.058530815,0.08158756,0.04731832,0.07458792
ADH1A|124,0.010205184,0.043115743,0.00042045975,0.008362798,0.002641184,0.024366869,9.82701e-30,0.014028755,0.027048755,3.393818e-05
ADH1B|125,0.040597223,0.09415149,0.01414201,0.017032959,0.01553077,0.1109625,0.026262555,0.014615859,0.09366252,0.039289206
ADH1C|126,0.017623307,0.05818359,0.037748083,0.036654312,0.00909386,0.06530804,0.01296397,0.08027941,0.021622378,0.043768354
ADH6|130,0.008035284,0.014595614,0.007213303,0.01745099,0.010098765,0.02511981,0.0017777962,0.018367203,0.024950745,0.010475064
ADH7|131,0.032929022,0.008409215,0.062234536,0.10914454,0.0,0.065370455,0.015623443,0.11178067,0.036916908,0.10681608
ADHFE1|137872,0.052525047,0.055171356,0.035709772,0.03482863,0.013333266,0.03469955,0.031179491,0.035443004,0.029204186,0.049368784
ADIPOQ|9370,0.0,0.0015869439,0.0,0.011827032,0.00036477624,0.0033370303,0.0104248775,0.00033401084,0.0032277906,0.009028376
ADM2|79924,0.054104056,0.049958624,0.059482366,0.040292226,0.01277578,0.081328586,0.041392628,0.09198551,0.047601406,0.066590644
ADM|133,0.07531641,0.076669194,0.07624427,0.07158289,0.019664474,0.053287223,0.03797408,0.10635283,0.06630135,0.11387674
ADORA1|134,0.049249128,0.0580713,0.035983045,0.005042145,0.012850982,0.048338912,0.03475745,0.009923093,0.052772827,0.054592352
ADORA2B|136,0.048982155,0.062679216,0.06277682,0.060722902,0.0018328957,0.044457622,0.02630092,0.0650179,0.05242604,0.084259324
ADORA3|140,0.049436342,0.049505483,0.023207057,0.026703993,0.0162263,0.0659662,0.037503928,0.014442316,0.0589258,0.061981924
ADPRHL1|113622,0.033752684,0.04982409,0.040973384,0.03874555,0.023943849,0.03790808,0.031063486,0.049356237,0.035847943,0.050425123
ADRA1A|148,0.0030519268,0.036086485,8.1941734e-23,0.0026575606,0.0019406035,0.007385217,4.5865117e-10,0.0016350703,0.01837692,0.0
ADRA1B|147,0.030723175,0.05470234,0.003296869,2.0820722e-29,0.00840047,0.033029076,0.020158947,0.0003694379,0.032316748,0.018620783
ADRA1D|146,0.023468174,0.055217806,0.021599628,0.003911379,0.0021486965,0.003172572,0.012563393,0.021447212,0.037320856,0.028435888
ADRA2A|150,0.043786366,0.052564736,0.01777198,0.024100434,0.02071347,0.06991792,0.028370487,0.0009545448,0.069725536,0.06788578
ADRA2B|151,0.026479658,0.03580687,0.057988267,0.02855841,0.007979426,0.03887752,0.027611895,0.09604218,0.039447628,0.031287894
ADRA2C|152,0.04227293,0.045143448,0.043423705,0.036945738,0.002067395,0.008288756,0.0273908,0.03689926,0.05959406,0.05650337
ADRB1|153,0.03629567,0.080068246,0.027172921,0.017659476,0.001480873,0.03956629,0.01853093,0.023359057,0.033598762,0.04152142
ADRB2|154,0.052985106,0.08010815,0.035272848,0.042549297,0.006858265,0.05825137,0.029051077,8.740431e-05,0.048890784,0.05500346
ADSSL1|122622,0.05755054,0.068179324,0.0529515,0.06395225,0.014115969,0.032809656,0.04465004,0.051154044,0.049258035,0.07349663
AEBP1|165,0.0871551,0.10224804,0.077999264,0.057627365,0.028241046,0.08452636,0.0743932,0.06980111,0.1183228,0.13788038
AFAP1L2|84632,0.07425091,0.071145944,0.066264935,0.04851571,0.018802691,0.061212074,0.049637597,0.0309623,0.0678826,0.09053529
AFF2|2334,0.0386295,0.05543303,0.07160291,0.047204398,0.0024482075,0.06353204,0.03611995,0.0761147,0.04472746,0.05172161
AFF3|3899,0.03825394,0.06895929,0.021812389,0.008609598,0.025230572,0.06938375,0.021228034,0.022990752,0.057868227,0.03412771
AFP|174,2.3976235e-15,0.010397285,1.2080331e-11,0.0040808124,0.0059334734,0.011368627,0.021028526,0.027506849,0.0028132112,0.023379996
AG2|387763,0.06375929,0.08651853,0.041602366,0.027712295,0.022551022,0.06017683,0.020991992,0.041393194,0.080866635,0.09192919
AGAP11|119385,0.04092694,0.045299005,0.025535287,0.033018086,0.0056523615,0.026699105,0.020920433,0.03219256,0.033934083,0.032369364
AGBL2|79841,0.041602947,0.034517594,0.029755136,0.014945828,0.006792353,0.035361588,0.009148989,0.053014267,0.031391293,0.033389103
AGBL4|84871,0.014335755,0.021250524,0.015262206,0.004337613,0.013520741,0.025551593,0.021693252,0.031628538,0.012051729,0.001976123
AGER|177,0.07215383,0.13591671,0.03643394,0.026208892,0.017360214,0.05620255,0.016022054,0.042408496,0.07534821,0.04690713
AGMAT|79814,0.03222338,0.03550247,0.038072493,0.024273628,0.01696302,0.049530543,0.037443567,0.044111416,0.032507,0.05420529
AGPAT9|84803,0.038617864,0.057993203,0.03852439,0.061295386,0.013161858,0.033271868,0.017024131,0.08996679,0.0512829,0.082389936
AGR2|10551,0.06803832,0.11197939,0.050514013,0.05793773,0.026690803,0.07410345,0.02586697,0.08451244,0.06717604,0.087164804
AGR3|155465,0.06239988,0.101317674,0.016123172,0.005713376,0.013022752,0.07974563,4.476306e-06,0.018789683,0.06729028,0.029586615
AGTR1|185,0.026705557,0.05207863,0.0085112285,7.922763e-09,0.02085906,0.027311916,0.019734794,3.8636503e-05,0.05177934,0.035229996
AGTR2|186,0.027764793,0.0888607,1.2671675e-20,0.0033953513,0.0033845906,0.032833546,0.0,0.0044978126,0.051431492,0.021442555
AGT|183,0.03252857,0.046223447,0.007123494,0.017754972,0.027226092,0.0399582,0.033881724,0.024350932,0.067071944,0.060327202
AHNAK2|113146,0.08771155,0.08658504,0.07157527,0.114688754,0.015472911,0.051381357,0.056767136,0.062448155,0.08015753,0.14073285
AHRR|57491,0.04212813,0.05764395,0.052683577,0.028427059,0.010073146,0.035090033,0.042823724,0.07280312,0.03461014,0.054825164
AHSA2|130872,0.08491083,0.07478445,0.0809247,0.045632046,0.020404898,0.04678544,0.047500167,0.08403617,0.044935256,0.0787369
AHSG|197,0.0057369773,5.2689713e-05,0.0040758466,0.032813516,0.008409828,0.0275591,0.015164915,0.038704745,0.027195398,0.019520778
AICDA|57379,0.012416773,0.008242109,8.205544e-05,0.0018671252,0.002388495,0.047236145,1.8265337e-07,0.0,0.024735132,0.009514871
AIF1L|83543,0.045862112,0.08348912,0.061838992,0.044457044,0.020997316,0.04113619,0.05577825,0.087464385,0.06539181,0.07130309
AIFM3|150209,0.0509275,0.039136,0.045758303,0.035499256,0.0117454715,0.028140666,0.03036639,0.05721244,0.02342453,0.05117766
AIM1L|55057,0.053311523,0.052403577,0.048636243,0.08990865,0.009187688,0.03743183,0.03718123,0.041653585,0.039691243,0.08105082
AIM2|9447,0.06117669,0.033815354,0.050559215,0.030016378,0.008811792,0.0635184,0.03938383,0.0065688095,0.043784905,0.07170588
AIRE|326,0.0071293246,0.0014117877,0.009921095,0.0,0.0016776101,0.021415774,0.006324098,0.0013175958,0.0031025647,0.0050197584
AJAP1|55966,0.016709352,0.03147149,0.008603283,0.023179678,1.7672457e-07,0.03376552,0.019362131,9.579779e-06,0.04167442,0.028133461
AK5|26289,0.012231779,0.01960785,3.9925654e-09,0.013847401,0.01003895,0.00624288,0.032134354,2.153319e-05,0.03422556,0.029248513
AK7|122481,0.022818163,0.03934285,0.029094994,0.035454705,0.017813534,0.052839722,0.016996097,0.051604494,0.052155275,0.035165668
AKAP12|9590,0.068798594,0.09308488,0.041641854,0.024041526,0.022397695,0.054460306,0.048362993,0.047614355,0.09115361,0.09871212
AKAP14|158798,0.0069208345,4.8104066e-13,4.519651e-05,0.008475214,0.00064006745,0.049394943,0.006392111,1.9987105e-10,0.035856124,0.0
AKAP2|11217,0.06439088,0.09830513,0.041975275,0.034992542,0.024925828,0.07042143,0.046324927,0.034421213,0.09056835,0.08445359
AKAP3|10566,0.031018853,0.03352005,0.029002434,0.016935937,0.0077920635,0.04643272,0.021682072,0.032086495,0.036297742,0.027519446
AKAP6|9472,0.04969263,0.061348006,0.033764876,0.032247007,0.01283851,0.044123787,0.035739142,0.039528333,0.05759699,0.056397736
AKR1B10|57016,0.044308655,0.033748817,0.064114496,0.11510732,0.01141856,0.032885782,0.04124475,0.13615368,0.027206331,0.15314937
AKR1B15|441282,0.01828826,0.01017798,0.025967507,0.05903971,8.466434e-37,9.198225e-08,0.023965634,0.068789445,0.01258351,0.086891524
AKR1C1|1645,0.061655656,0.06646551,0.07531251,0.09977725,0.022902666,0.06735462,0.046329334,0.16364592,0.061720483,0.14730883
AKR1C2|1646,0.059001647,0.055111013,0.07385675,0.10491831,0.02300574,0.06445725,0.05160339,0.14364861,0.05756179,0.14532602
AKR1C3|8644,0.058974892,0.07085006,0.059272107,0.1003807,0.022949912,0.044205427,0.050597224,0.13238633,0.061028425,0.14232692
AKR1C4|1109,0.0038258831,1.4327103e-20,4.4052916e-14,0.0040841093,0.024743298,1.168226e-22,0.004701267,0.024966497,6.2690054e-07,0.013110178
AKR1E2|83592,0.041299716,0.043445382,0.031992868,0.024211936,0.014123667,0.029677255,0.032337636,0.053449143,0.031857513,0.048868805
AKR7A3|22977,0.025754044,0.02879449,0.0401947,0.02491208,0.026485521,0.025301078,0.027836464,0.039050855,0.019104607,0.030267606
AKT3|10000,0.06284869,0.07028587,0.053559396,0.037497994,0.02187184,0.06900689,0.052832283,0.073688336,0.077890515,0.080972604
ALB|213,0.0061059874,0.0066828136,0.007727436,0.003631087,0.010099199,0.047305733,0.030103836,0.03509818,0.036204264,0.0021824904
ALCAM|214,0.074468985,0.10439093,0.08143779,0.07836516,0.024342667,0.07900444,0.04616943,0.112154916,0.08790977,0.11062468
ALDH1A1|216,0.06504285,0.10023784,0.07636773,0.08028995,0.025521081,0.09744046,0.042559087,0.14081633,0.07874167,0.09985005
ALDH1A2|8854,0.03343996,0.0732868,0.014030425,0.01007213,0.02368056,0.050181538,0.021542598,0.016951604,0.06043298,0.04695311
ALDH1A3|220,0.07334363,0.08099545,0.059295658,0.04264138,0.019467333,0.0712384,0.052364483,0.042868603,0.072177015,0.099209875
ALDH1L1|10840,0.03973442,0.041505333,0.031933617,0.04293396,0.014167998,0.05948799,0.048591,0.03197916,0.0325899,0.061245263
ALDH1L2|160428,0.047866948,0.050799105,0.053537566,0.043800473,0.016532341,0.06639006,0.036499843,0.073981024,0.0735887,0.0950926
ALDH3A1|218,0.050294865,0.047552437,0.060861874,0.114440136,9.4252086e-05,0.055748258,0.049455054,0.1349306,0.04322229,0.12994784
ALDH3B1|221,0.071248084,0.08974979,0.036280315,0.037780028,0.021382874,0.068843216,0.038420856,0.030049335,0.07801396,0.07312275
ALDH3B2|222,0.061534178,0.06393287,0.06490365,0.09970137,0.012623467,0.06856823,0.05124424,0.06835672,0.048474208,0.09582192
ALDH7A1|501,0.06358238,0.08478573,0.04706711,0.0457355,0.030799305,0.05535003,0.06620447,0.053731382,0.07499639,0.088450514
ALDH8A1|64577,0.026734145,0.03291161,0.039627124,0.011747603,0.005213609,0.028819073,0.023156695,0.042854175,0.028923921,0.019981442
ALDOB|229,0.014559657,0.013321976,0.008422204,0.0038740234,0.001697864,0.023643462,0.0118623385,0.014237125,0.01359942,0.016285807
ALDOC|230,0.056495223,0.07350008,0.087710835,0.055565216,0.020340675,0.06622992,0.054962415,0.10567014,0.078184135,0.09715786
ALG1L|200810,0.043235995,0.0469029,0.07111125,0.062440775,0.016854718,0.06631232,0.04176127,0.080397,0.017435372,0.08489582
